name,sic,cityba,afs,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockParOrStatedValuePerShare,CommonStockValue,IncomeTaxExpenseBenefit,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,OperatingIncomeLoss,PropertyPlantAndEquipmentNet,RetainedEarningsAccumulatedDeficit,StockholdersEquity
vyne therapeutics inc.,2834,bridgewater,4,133983000.0,128426000.0,103406000.0,,0.0001,5000.0,0.0,59090000.0,133983000.0,57620000.0,73374000.0,1027000.0,-28808000.0,-40474000.0,-38212000.0,501000.0,-606670000.0,74893000.0
brookfield dtla fund office trust investor inc.,6798,new york,4,2750548000.0,,34491000.0,-1127000.0,0.01,0.0,,2338505000.0,2750548000.0,,-25856000.0,-18401000.0,43130000.0,-57820000.0,,,-793464000.0,
"terra secured income fund 5, llc",6798,new york,4,229290223.0,,401193.0,,0.01,,,222008.0,229290223.0,,-5998063.0,,6174042.0,,,,,
blue bird corp,3713,macon,2,362945000.0,162196000.0,11223000.0,-33284000.0,0.0001,,1892000.0,,362945000.0,172208000.0,-9643000.0,-9403000.0,-14238000.0,4332000.0,8086000.0,106022000.0,-31365000.0,-46811000.0
"viridian therapeutics, inc.de",8071,boulder,4,118202000.0,115462000.0,,-18192000.0,0.01,86000.0,,19290000.0,118202000.0,16830000.0,8311000.0,-333000.0,-26170000.0,-36424000.0,-36513000.0,298000.0,-315311000.0,98912000.0
"new york city reit, inc.",6798,new york,4,841442000.0,,23875000.0,-5984000.0,0.01,132000.0,,479387000.0,841442000.0,,527000.0,-1114000.0,-5397000.0,-11052000.0,-15150000.0,,-333111000.0,354092000.0
summit therapeutics inc.,2834,cambridge,4,145517000.0,121482000.0,103386000.0,36969000.0,0.01,974000.0,0.0,26090000.0,145517000.0,21888000.0,75979000.0,-190000.0,-39843000.0,-41904000.0,-23730000.0,757000.0,-252850000.0,119427000.0
"1stdibs.com, inc.",5961,new york,4,204771000.0,188065000.0,176087000.0,121225000.0,0.01,378000.0,0.0,35185000.0,204771000.0,31900000.0,120683000.0,-1086000.0,1621000.0,-6289000.0,-7062000.0,4687000.0,-253808000.0,169586000.0
angion biomedica corp.,2834,uniondale,4,125359000.0,119702000.0,117313000.0,82706000.0,0.01,303000.0,800.0,48170000.0,125359000.0,20524000.0,106068000.0,-285000.0,-23082000.0,-53759000.0,-18244000.0,412000.0,-214321000.0,77189000.0
"cidara therapeutics, inc.",2836,san diego,4,63744000.0,61076000.0,48284000.0,10150000.0,0.0001,5000.0,,47955000.0,63744000.0,33887000.0,8532000.0,-29000.0,1647000.0,-7581000.0,-7449000.0,261000.0,-342281000.0,15789000.0
"unique fabricating, inc.",3714,auburn hills,4,112201000.0,49096000.0,924000.0,164000.0,0.001,10000.0,738000.0,81631000.0,112201000.0,72592000.0,3304000.0,-2227000.0,-913000.0,-3578000.0,-1417000.0,23100000.0,-15849000.0,30570000.0
"eos energy enterprises, inc.",3690,edison,4,109854000.0,91742000.0,74690000.0,-47163000.0,0.0001,5000.0,0.0,41287000.0,109854000.0,24622000.0,17508000.0,-15784000.0,-48887000.0,-75499000.0,-70839000.0,8392000.0,-367810000.0,68567000.0
growgeneration corp.,5200,denver,4,452847000.0,255647000.0,67155000.0,-110757000.0,,60000.0,4473000.0,88994000.0,452847000.0,59764000.0,-1939000.0,-111092000.0,2274000.0,12860000.0,17345000.0,10455000.0,10218000.0,363853000.0
altimar acquisition corp. iii,6770,new york,4,157535704.0,2282774.0,,1371642.0,,,0.0,17734335.0,157535704.0,,157825324.0,-155250000.0,-1203682.0,-3040443.0,-447612.0,,-3385389.0,5000009.0
altimar acquisition corp. ii,3440,new york,4,347393197.0,2386801.0,,1525518.0,,,,35889565.0,347393197.0,453247.0,347757649.0,-345000000.0,-1232131.0,13878688.0,-570488.0,,-1851965.0,5000002.0
"nuveen global cities reit, inc.",6798,new york,4,884205000.0,,83931000.0,138883000.0,,,,331739000.0,884205000.0,,282296000.0,-153750000.0,10337000.0,6736000.0,,,-50540000.0,552466000.0
open lending corp,6141,austin,4,261136000.0,133750000.0,57154000.0,-44103000.0,0.01,1282000.0,23267000.0,164058000.0,261136000.0,14642000.0,-76245000.0,-841000.0,32983000.0,75966000.0,74323000.0,2581000.0,-339578000.0,97078000.0
"bellicum pharmaceuticals, inc",2834,houston,4,23956000.0,23912000.0,20278000.0,-15217000.0,0.01,84000.0,,20162000.0,23956000.0,20140000.0,-35000.0,900000.0,-16082000.0,-13469000.0,-16724000.0,40000.0,-554216000.0,-14242000.0
"uphealth, inc.",6770,delray beach,4,898053000.0,149619000.0,98116000.0,96333000.0,0.0001,12000.0,-7053000.0,303936000.0,898053000.0,156453000.0,129801000.0,3859000.0,-37228000.0,-35734000.0,-35552000.0,55154000.0,-37920000.0,579069000.0
ducommun inc /de/,3728,carson,2,829079000.0,410628000.0,12002000.0,-44464000.0,0.01,119000.0,2921000.0,483609000.0,829079000.0,133611000.0,-19810000.0,-6836000.0,-17818000.0,15118000.0,23702000.0,109046000.0,256845000.0,345470000.0
"limbach holdings, inc.",1700,pittsburgh,4,258289000.0,199726000.0,,-14454000.0,0.0001,1000.0,-771000.0,180130000.0,258289000.0,137924000.0,10295000.0,-140000.0,-24609000.0,-1550000.0,1334000.0,,-5431000.0,78159000.0
"convey holding parent, inc.",8090,fort worth,4,802253000.0,96338000.0,21372000.0,-24034000.0,0.01,730000.0,-6173000.0,272233000.0,802253000.0,54199000.0,3298000.0,-6251000.0,-21073000.0,-14077000.0,-3374000.0,19444000.0,-37365000.0,530020000.0
"duolingo, inc.",7372,pittsburgh,4,181693000.0,162568000.0,114636000.0,-5854000.0,0.0001,1000.0,18000.0,92861000.0,181693000.0,85051000.0,-6447000.0,-3634000.0,4227000.0,-13648000.0,-13892000.0,7692000.0,-124427000.0,-93777000.0
"seer, inc.",3826,redwood city,4,537049000.0,525326000.0,370675000.0,37271000.0,,,,11005000.0,537049000.0,8355000.0,114756000.0,-52263000.0,-25222000.0,-16616000.0,-33168000.0,10776000.0,-88406000.0,526044000.0
"babcock & wilcox enterprises, inc.",3433,akron,4,665140000.0,460856000.0,30060000.0,76175000.0,0.01,5103000.0,3546000.0,680859000.0,665140000.0,237562000.0,151289000.0,6611000.0,-86075000.0,3126000.0,2784000.0,49897000.0,-1364275000.0,-16756000.0
sio gene therapies inc.,2834,new york,4,121815000.0,118933000.0,110976000.0,-8010000.0,0.0,1000.0,-28000.0,8516000.0,121815000.0,7595000.0,479000.0,4163000.0,-12652000.0,-11870000.0,-11898000.0,595000.0,-802939000.0,113299000.0
"bioadaptives, inc.",6770,las vegas,4,135971.0,80971.0,,,0.0001,3303.0,,1487893.0,135971.0,1487893.0,155000.0,,-90074.0,-309246.0,,,-6407310.0,-1351922.0
"cloudweb, inc.",7370,mountain view,4,0.0,0.0,0.0,,0.0,128437821.0,,426770.0,0.0,359444.0,24100.0,0.0,-24100.0,-41912.0,,,-128768375.0,-426770.0
"parking reit, inc.",6798,las vegas,4,288847000.0,,6919000.0,-976000.0,0.0001,,,185868000.0,288847000.0,,1125000.0,,-2101000.0,-2115000.0,-2810000.0,44000.0,-96458000.0,100955000.0
quotemedia inc,7389,fountain hills,4,5476205.0,1326073.0,627229.0,,0.001,90479.0,817.0,,5476205.0,3316365.0,-10640.0,-1094570.0,1314529.0,-79625.0,-209051.0,3092739.0,-21172056.0,-1461816.0
noble romans inc,5812,indianapolis,4,18959776.0,4396760.0,2016677.0,,,24776184.0,0.0,,18959776.0,937207.0,0.0,-63750.0,886064.0,912573.0,1585603.0,4303797.0,-21493896.0,3282288.0
bk technologies,3663,west melbourne,4,52491000.0,36773000.0,15661000.0,,0.6,10941000.0,184000.0,17464000.0,52491000.0,11899000.0,13201000.0,-1541000.0,-2825000.0,1696000.0,-1219000.0,4426000.0,-6046000.0,35027000.0
monopar therapeutics,2834,wilmette,4,24457272.0,24388414.0,24292850.0,,0.001,12583.0,,1103640.0,24457272.0,,10897287.0,,-3344180.0,-2080169.0,-3987110.0,,-36149347.0,23353632.0
"aemetis, inc",2860,cupertino,4,143287000.0,18958000.0,7175000.0,,0.001,32000.0,0.0,,143287000.0,62904000.0,36526000.0,-11711000.0,-18213000.0,-10557000.0,-2128000.0,119158000.0,-302749000.0,-124024000.0
data i/o corp,3825,redmond,4,26890000.0,24305000.0,13013000.0,,,20320000.0,75000.0,,26890000.0,6146000.0,-431000.0,-235000.0,-156000.0,-29000.0,110000.0,971000.0,1818000.0,19498000.0
life partners position holder trust,6311,dallas,4,,,,,,,,,,,,,,,,,,
dynaresource inc,1000,irving,4,23472970.0,18477783.0,9364960.0,,0.01,177228.0,0.0,24423103.0,23472970.0,23759826.0,-36460.0,,8271206.0,4462745.0,6642819.0,4353.0,-54504374.0,-5287613.0
"cbdmd, inc.",2844,charlotte,4,115522296.0,29983213.0,18984012.0,,0.001,56974.0,-103000.0,26242264.0,115522296.0,6750486.0,14440213.0,-521572.0,-9759273.0,1537288.0,-6675620.0,2775203.0,-68977784.0,89280032.0
"vistagen therapeutics, inc.",2834,south san francisco,4,103907200.0,99825800.0,97776900.0,,0.001,191600.0,,18290400.0,103907200.0,6267000.0,991400.0,-149900.0,-6172900.0,-7744500.0,-7746200.0,482800.0,-227586200.0,85616800.0
eastern co,3420,naugatuck,2,281542035.0,141058241.0,18526113.0,,,32181055.0,,174646598.0,281542035.0,50420782.0,-3542308.0,863645.0,4266168.0,1381491.0,9059999.0,26014572.0,123324953.0,106895437.0
endra life sciences inc.,3845,ann arbor,4,17242633.0,16343041.0,,,0.0001,4185.0,0.0,2252735.0,17242633.0,1638058.0,12583920.0,-45000.0,-5722895.0,-3199104.0,-3200190.0,192088.0,-62927940.0,14989898.0
"beyond meat, inc.",2000,el segundo,1,1466520000.0,1264082000.0,1009337000.0,,0.0001,6000.0,50000.0,,1466520000.0,71499000.0,1022074000.0,-51565000.0,-120445000.0,-46918000.0,-43246000.0,,-241785000.0,255481000.0
"highlands reit, inc.",6798,chicago,4,329108000.0,,22350000.0,-27749000.0,0.01,8817000.0,0.0,77492000.0,329108000.0,,-21418000.0,-5591000.0,-740000.0,-6707000.0,-4919000.0,,,251675000.0
"blackstone real estate income trust, inc.",6798,new york,4,47981855000.0,,1680991000.0,2879705000.0,,,,24675724000.0,47981855000.0,,6512684000.0,-4306221000.0,673242000.0,-146285000.0,827346000.0,,-4008476000.0,22858518000.0
"blockchain of things, inc.",6199,new york,4,1335479.0,1335337.0,17803.0,-2454.0,0.0001,468.0,,12288974.0,1335479.0,12288974.0,,,-679378.0,774674.0,-259178.0,142.0,-10954400.0,-10953495.0
"yeti holdings, inc.",3949,austin,1,863975000.0,561161000.0,,-19510000.0,0.01,874000.0,14407000.0,479881000.0,863975000.0,304005000.0,-10897000.0,-29809000.0,22192000.0,86754000.0,112474000.0,,53010000.0,384094000.0
"terra property trust, inc.",6798,new york,4,730255692.0,,88293082.0,71816691.0,0.01,194875.0,,433890061.0,730255692.0,,127988731.0,-56299304.0,127264.0,,8865302.0,,-77397916.0,296365631.0
"shattuck labs, inc.",2834,austin,4,323780000.0,315878000.0,86494000.0,-71404000.0,0.0001,5000.0,,46693000.0,323780000.0,15111000.0,1287000.0,-47284000.0,-25407000.0,-23598000.0,-24512000.0,7571000.0,-107504000.0,277087000.0
thunder energies corp,3559,hollywood,4,1053642.0,394900.0,,,0.001,76340.0,0.0,2669044.0,1053642.0,2118675.0,-51035.0,-12073.0,11487.0,-214531.0,81548.0,154853.0,-862445.0,-1615402.0
beam global,3674,san diego,4,33340200.0,30349931.0,,,0.001,8898.0,825.0,4022683.0,33340200.0,2172494.0,2562455.0,-206004.0,-3750649.0,-2892597.0,-2894682.0,362826.0,-53915203.0,29317517.0
"forward industries, inc.",3089,hauppauge,4,18931320.0,11696338.0,,,0.01,,0.0,11440066.0,18931320.0,6125378.0,-920958.0,-61166.0,-337854.0,243587.0,268351.0,183740.0,-12487555.0,7491254.0
"xenetic biosciences, inc.",2834,framingham,4,10915278.0,10199380.0,,,0.001,8772.0,0.0,966171.0,10915278.0,958214.0,,,-2245998.0,-2452623.0,-2496742.0,0.0,-179354709.0,9949107.0
phio pharmaceuticals corp.,2834,marlborough,4,31657000.0,31155000.0,,,0.0001,1000.0,,2812000.0,31657000.0,2578000.0,21490000.0,-21000.0,-6288000.0,-6094000.0,-6322000.0,142000.0,-109707000.0,28845000.0
"consumer portfolio services, inc.",6199,irvine,4,2103740000.0,,43131000.0,,,73204000.0,6943000.0,1955223000.0,2103740000.0,,-70395000.0,12744000.0,112406000.0,14877000.0,,1007000.0,83884000.0,148517000.0
crona corp.,7389,bucharest,4,3855.0,1855.0,,,0.001,6088.0,,42452.0,3855.0,42452.0,6699.0,,-6699.0,11735.0,-6114.0,,-76088.0,-38597.0
"exicure, inc.",2834,chicago,4,74467000.0,60647000.0,42587000.0,9325000.0,0.0001,9000.0,0.0,37827000.0,74467000.0,12745000.0,677000.0,34533000.0,-25885000.0,-26746000.0,-26019000.0,4102000.0,-132711000.0,36640000.0
"black diamond therapeutics, inc.",2836,cambridge,4,287882000.0,270947000.0,37324000.0,2719000.0,0.0001,5000.0,,36862000.0,287882000.0,23486000.0,665000.0,51674000.0,-49620000.0,-34351000.0,-65428000.0,2433000.0,-182876000.0,251020000.0
"national vision holdings, inc.",3851,duluth,1,2369216000.0,608363000.0,408301000.0,34489000.0,0.01,828000.0,18726000.0,,2369216000.0,370483000.0,-116529000.0,-38790000.0,189808000.0,81033000.0,116277000.0,,231184000.0,938337000.0
landsea homes corp,1531,newport beach,4,1108819000.0,,147287000.0,37239000.0,0.0001,5000.0,4248000.0,541278000.0,1108819000.0,,158217000.0,-34921000.0,-86057000.0,3590000.0,15972000.0,,35601000.0,566266000.0
alr technologies inc.,3669,richmond,4,434195.0,,376639.0,,0.001,542716.0,,,434195.0,22655594.0,1167867.0,,-857418.0,-3337453.0,-1020069.0,,-96909215.0,-22221399.0
"zentalis pharmaceuticals, inc.",2834,new york,4,283962000.0,259449000.0,49170000.0,-3837000.0,0.001,41000.0,45000.0,36353000.0,283962000.0,33577000.0,-316000.0,80061000.0,-83582000.0,-104475000.0,-105479000.0,2251000.0,-305309000.0,223845000.0
gbt technologies inc.,8742,santa monica,4,3000796.0,1500796.0,,,0.0,16435.0,,34156604.0,3000796.0,25006604.0,851884.0,,-946462.0,-32424264.0,-16850471.0,,-303075603.0,-31155808.0
anavex life sciences corp.,8731,new york,4,166419501.0,,157560045.0,,0.001,,,9273772.0,166419501.0,,151020193.0,,-22709166.0,-26190428.0,,,-185867658.0,157145729.0
"utz brands, inc.",2090,hanover,2,2643626000.0,263532000.0,26745000.0,-20086000.0,,,420000.0,1164355000.0,2643626000.0,153924000.0,50501000.0,-70543000.0,-44000.0,17579000.0,13668000.0,285611000.0,-254085000.0,693040000.0
"kronos bio, inc.",2834,san mateo,4,471742000.0,424303000.0,185658000.0,-62352000.0,0.001,55000.0,0.0,47635000.0,471742000.0,13078000.0,2029000.0,-25119000.0,-39262000.0,-167000000.0,-55319000.0,,-167047000.0,424107000.0
walt disney co,7990,burbank,1,202221000000.0,33966000000.0,16070000000.0,-1839000000.0,0.01,,-133000000.0,,202221000000.0,27413000000.0,-2771000000.0,,,1836000000.0,6179000000.0,32377000000.0,40311000000.0,86741000000.0
lovarra,7370,london,4,635.0,,,,0.001,5731.0,,22493.0,635.0,,,,-4677.0,-1795.0,,,-44765.0,-21858.0
"rhinebeck bancorp, inc.",6036,poughkeepsie,4,1210188000.0,,,,0.01,111000.0,692000.0,1088326000.0,1210188000.0,,38844000.0,-62903000.0,2504000.0,5886000.0,,19171000.0,83955000.0,121862000.0
invesco real estate income trust inc.,6798,atlanta,4,248557000.0,,2123000.0,-736000.0,,,,96441000.0,248557000.0,,79128000.0,-83511000.0,3647000.0,-2408000.0,,,-11502000.0,-3053000.0
hyliion holdings corp.,3713,cedar park,4,632496000.0,461565000.0,317712000.0,-71993000.0,0.0001,20000.0,,23922000.0,632496000.0,14951000.0,15851000.0,-63685000.0,-24159000.0,-23244000.0,-40172000.0,2039000.0,235345000.0,608574000.0
btrs holdings inc.,7371,lawrenceville,4,426175000.0,351081000.0,241607000.0,226284000.0,0.0001,,103000.0,101801000.0,426175000.0,66112000.0,283262000.0,-46157000.0,-10821000.0,-33530000.0,-10858000.0,16194000.0,-178407000.0,324374000.0
"provident bancorp, inc. /md/",6036,amesbury,4,1585106000.0,,140384000.0,,0.01,182000.0,1343000.0,1353498000.0,1585106000.0,,70784000.0,-23946000.0,9727000.0,3166000.0,,14471000.0,110752000.0,231608000.0
"werewolf therapeutics, inc.",2834,cambridge,4,190418000.0,186359000.0,183233000.0,91755000.0,0.0001,2000.0,,8862000.0,190418000.0,7370000.0,109665000.0,-124000.0,-17786000.0,-18356000.0,-18408000.0,689000.0,-221268000.0,181556000.0
"root, inc.",6331,columbus,4,1587700000.0,,973100000.0,-139700000.0,,,0.0,825700000.0,1587700000.0,,4200000.0,82600000.0,-226500000.0,-278200000.0,-266400000.0,,-1026200000.0,762000000.0
"instil bio, inc.",2836,dallas,4,672670000.0,574461000.0,566725000.0,,0.0,0.0,-159000.0,37198000.0,672670000.0,23844000.0,392845000.0,-17622000.0,-49953000.0,-58439000.0,-35381000.0,78576000.0,-103362000.0,635472000.0
stepstone group inc.,6282,new york,4,1622767000.0,,218580000.0,38728000.0,,,14423000.0,861632000.0,1622767000.0,,-30547000.0,-5660000.0,75123000.0,41650000.0,,,99057000.0,304928000.0
"gohealth, inc.",6411,chicago,4,2111634000.0,296252000.0,112863000.0,-31371000.0,,,-63000.0,,2111634000.0,113872000.0,8888000.0,-7909000.0,-32250000.0,-11989000.0,-18951000.0,23527000.0,-32881000.0,470827000.0
clever leaves holdings inc.,2834,new york,4,149772000.0,77476000.0,56621000.0,-22385000.0,,0.0,,70950000.0,149772000.0,56594000.0,1536000.0,-4319000.0,-19496000.0,-22721000.0,-9603000.0,28704000.0,-91735000.0,78822000.0
gcm grosvenor inc.,6282,chicago,4,664832000.0,,265830000.0,67684000.0,,,2204000.0,588727000.0,664832000.0,,11185000.0,-6810000.0,63981000.0,3203000.0,17552000.0,5878000.0,-33185000.0,-19993000.0
"array technologies, inc.",3990,albuquerque,4,622318000.0,330212000.0,17682000.0,-90759000.0,0.001,127000.0,-1050000.0,690927000.0,622318000.0,168129000.0,56525000.0,-13175000.0,-134109000.0,-17000.0,5706000.0,9763000.0,-218629000.0,-68609000.0
sotera health co,8090,broadview heights,4,2851129000.0,401105000.0,156217000.0,53770000.0,0.01,2860000.0,22199000.0,2327858000.0,2851129000.0,148792000.0,-12090000.0,-70974000.0,134256000.0,53441000.0,124636000.0,623513000.0,-535687000.0,523271000.0
"playstudios, inc.",7372,las vegas,4,334175000.0,269649000.0,229901000.0,180974000.0,,,-5838000.0,48152000.0,334175000.0,43657000.0,187215000.0,-21177000.0,15137000.0,-1117000.0,-12989000.0,5254000.0,22685000.0,286023000.0
blue owl capital inc.,6282,new york,4,6872237000.0,,436033000.0,424403000.0,,,-29199000.0,2488490000.0,6872237000.0,,1383523000.0,-977440000.0,18320000.0,-322930000.0,,3623000.0,-397189000.0,1099762000.0
"celsius holdings, inc.",2086,boca raton,4,241548125.0,205305787.0,83789981.0,40541960.0,0.001,74471.0,,54708765.0,241548125.0,54256877.0,70234811.0,660223.0,-30329464.0,4545768.0,4412225.0,1617002.0,-50881064.0,186839360.0
millburn multi-markets fund l.p.,6221,greenwich,4,136289025.0,,295002.0,,,,,18806663.0,482957993.0,,,,,,,,,
"lightstone value plus real estate investment trust v, inc.",6798,lakewood,4,330663000.0,,25074000.0,15760000.0,0.0001,2000.0,,219896000.0,330663000.0,,-703000.0,12441000.0,4022000.0,27480000.0,1723000.0,6856000.0,-75039000.0,112136000.0
lightstone value plus real estate investment trust ii inc,6798,lakewood,4,266358000.0,,15321000.0,459000.0,0.01,174000.0,,154050000.0,266358000.0,,3047000.0,-1087000.0,-1501000.0,-5285000.0,-3928000.0,,-46471000.0,100844000.0
"lightstone value plus real estate investment trust iii, inc.",6798,lakewood,4,147853894.0,,25291129.0,-1848775.0,,132298.0,,66964497.0,147853894.0,,-2243466.0,570482.0,-175791.0,-2575457.0,-74233.0,,-44445579.0,68797346.0
new beginnings acquisition corp.,3663,miami,4,116533229.0,351449.0,68386.0,,0.0001,586.0,,20026793.0,116533229.0,1601223.0,,,-1115829.0,-7705427.0,-2652960.0,,-569799.0,5000005.0
"purecycle technologies, inc.",2821,orlando,4,685137000.0,241480000.0,37703000.0,8000000.0,0.001,,0.0,358339000.0,685137000.0,43200000.0,293914000.0,-242932000.0,-42982000.0,-45397000.0,,138411000.0,-129523000.0,326798000.0
"n-able, inc.",7372,wilmington,4,1038791000.0,90794000.0,49600000.0,-50190000.0,,,3283000.0,405516000.0,,57701000.0,-57837000.0,-15009000.0,23089000.0,-3816000.0,15060000.0,27787000.0,,
evercommerce inc.,7372,denver,4,1486757000.0,267328000.0,199470000.0,104243000.0,0.0,0.0,-3160000.0,883390000.0,1486757000.0,94289000.0,175999000.0,-75825000.0,3832000.0,-40329000.0,-17375000.0,14035000.0,-471593000.0,-429830000.0
"global arena holding, inc.",6211,new york,4,586508.0,35358.0,35358.0,-22064.0,0.001,1857705.0,0.0,,586508.0,7982131.0,276500.0,,-298564.0,-318327.0,-235509.0,,-29003016.0,-7372581.0
avnet inc,5065,phoenix,1,8925422000.0,7163421000.0,199691000.0,-277347000.0,1.0,99601000.0,-20185000.0,4841238000.0,8925422000.0,3055238000.0,-314013000.0,-61196000.0,90949000.0,193114000.0,281408000.0,368452000.0,2516170000.0,4084184000.0
avon products inc,2844,suffern,4,2438400000.0,1227100000.0,254300000.0,-119100000.0,0.01,0.0,25900000.0,3437900000.0,2438400000.0,1575600000.0,145900000.0,-29800000.0,,-125200000.0,-56200000.0,,-485700000.0,-1003100000.0
barnwell industries inc,1311,honolulu,4,19822000.0,14845000.0,9500000.0,4916000.0,0.5,4516000.0,288000.0,15017000.0,19822000.0,6510000.0,832000.0,1955000.0,2105000.0,4978000.0,3615000.0,3817000.0,809000.0,4867000.0
protective life insurance co,6311,birmingham,4,130003000000.0,,,-279000000.0,1.0,5000000.0,64000000.0,116849000000.0,130003000000.0,,2783000000.0,-2491000000.0,-571000000.0,162000000.0,228000000.0,197000000.0,1811000000.0,13154000000.0
colony bankcorp inc,6022,fitzgerald,4,1755518000.0,,,-37240000.0,1.0,9499000.0,1358000.0,1608624000.0,1755518000.0,,-12049000.0,-59479000.0,34288000.0,8917000.0,,32689000.0,91963000.0,146894000.0
cps technologies corp/de/,3260,norton,4,,11711028.0,3015760.0,2820557.0,0.01,,,3742969.0,13638890.0,3131403.0,3114121.0,-163524.0,-130040.0,239198.0,252967.0,1172862.0,-29202268.0,9895921.0
utg inc,6311,stanford,4,429644511.0,,30980881.0,,0.001,3174.0,4070667.0,280179878.0,429644511.0,,-903361.0,-849962.0,-6291550.0,1798500.0,,310322.0,104035750.0,148947606.0
voya retirement insurance & annuity co,6311,windsor,4,133167000000.0,,306000000.0,,50.0,3000000.0,123000000.0,128182000000.0,133167000000.0,,-863000000.0,332000000.0,477000000.0,569000000.0,,68000000.0,156000000.0,4985000000.0
national security group inc,6311,elba,4,153548000.0,,,-8765000.0,1.0,2535000.0,-101000.0,109319000.0,153548000.0,,-278000.0,-13189000.0,4702000.0,,,1526000.0,33044000.0,44229000.0
parkervision inc,3663,jacksonville,4,4205000.0,2185000.0,1487000.0,-140000.0,0.01,727000.0,,47154000.0,4205000.0,2096000.0,5963000.0,-2000.0,-6101000.0,-6873000.0,,37000.0,-427955000.0,-42949000.0
pillarstone capital reit,6798,houston,4,57114000.0,,4758000.0,-351000.0,0.01,6000.0,-5000.0,18486000.0,57114000.0,,-146000.0,-504000.0,299000.0,-60000.0,,,-23768000.0,3953000.0
american church mortgage co,6500,minneapolis,4,33041199.0,,62962.0,-24740.0,0.01,16766.0,,23428624.0,33041199.0,,-2109532.0,2054753.0,30039.0,-351397.0,,,-9515251.0,9612575.0
security federal corp,6022,aiken,4,1200138550.0,,13147003.0,,0.01,,791320.0,1084883556.0,1200138550.0,,23603828.0,-40884538.0,12402304.0,2924142.0,,26184218.0,90418082.0,115254994.0
"pyxus international, inc.",5150,morrisville,4,1681828000.0,1270655000.0,79593000.0,-15193000.0,0.0,391089000.0,-8439000.0,1434499000.0,1681828000.0,629413000.0,140596000.0,29654000.0,-185957000.0,-11508000.0,8204000.0,140332000.0,-148202000.0,241171000.0
"socket mobile, inc.",3571,newark,4,23021061.0,12362418.0,4919968.0,,0.001,7139.0,-6289.0,5653500.0,23021061.0,5258050.0,2652371.0,-304613.0,450447.0,2627107.0,1056345.0,855214.0,-48287355.0,17367561.0
"astra space, inc.",4700,alameda,4,501801000.0,459596000.0,447456000.0,441776000.0,,,0.0,84787000.0,501801000.0,18184000.0,488427000.0,-11996000.0,-34655000.0,-31297000.0,-29901000.0,29326000.0,-380275000.0,417014000.0
"mister car wash, inc.",7500,tucson,4,2043532000.0,181403000.0,154972000.0,40466000.0,0.01,2967000.0,-44569000.0,1469515000.0,2043532000.0,138311000.0,-12564000.0,-66645000.0,119675000.0,-110300000.0,-137946000.0,279605000.0,-162094000.0,574017000.0
"alpha teknova, inc.",2835,hollister,4,172565000.0,118317000.0,108022000.0,104707000.0,0.0,0.0,-747000.0,23530000.0,172565000.0,5941000.0,112059000.0,-6202000.0,1150000.0,-2905000.0,-2526000.0,18326000.0,-640000.0,149035000.0
"xometry, inc.",7389,derwood,4,105483000.0,92931000.0,37351000.0,-22523000.0,0.0,,,74955000.0,105483000.0,73382000.0,802000.0,-2748000.0,-20560000.0,-12264000.0,-11801000.0,7638000.0,-134727000.0,-130185000.0
23andme holding co.,2834,sunnyvale,4,947018000.0,814663000.0,769938000.0,487449000.0,,41000.0,,284476000.0,947018000.0,122669000.0,533369000.0,-1387000.0,-44533000.0,-42026000.0,-41550000.0,57700000.0,-1019264000.0,662542000.0
"cullman bancorp, inc. /md/",6036,cullman,4,376202000.0,,,,0.01,24000.0,221000.0,318399000.0,376202000.0,,42643000.0,-11160000.0,1345000.0,847000.0,,8748000.0,50454000.0,57803000.0
"cbre acquisition holdings, inc.",6770,dallas,4,404229116.0,1718159.0,391397.0,,,,0.0,28357161.0,404229116.0,2302161.0,1100000.0,,-1334519.0,-4269766.0,3622908.0,,-26639203.0,-26639002.0
harvest health & recreation inc.,100,vancouver,4,916047000.0,155454000.0,71064000.0,,,,6834000.0,514972000.0,916047000.0,195916000.0,11157000.0,-5523000.0,-14167000.0,-19505000.0,24682000.0,179182000.0,-336234000.0,400667000.0
"coursera, inc.",7372,mountain view,4,953580000.0,888358000.0,749649000.0,669771000.0,0.0,1000.0,705000.0,198171000.0,953580000.0,177143000.0,533458000.0,146113000.0,-9800000.0,-46363000.0,-64146000.0,23049000.0,-408577000.0,755409000.0
bumble inc.,7370,austin,4,3754630000.0,404048000.0,252021000.0,123735000.0,,,459000.0,1267122000.0,3754630000.0,170689000.0,160621000.0,-5549000.0,-31439000.0,-7083000.0,-121894000.0,15000000.0,-35928000.0,1480051000.0
"bioatla, inc.",2836,san diego,4,216708000.0,212331000.0,207609000.0,,0.0001,3000.0,,38685000.0,216708000.0,36156000.0,-1721000.0,-736000.0,-28539000.0,-49082000.0,-49257000.0,4223000.0,-139999000.0,178023000.0
